name,release_date,required_age,price,dlc_count,qtd_user_score,user_score,metacritic_score,achievements,developers,publishers,estimated_owners,min_owners,max_owners,discount,count_lang,count_lang_audio,art_style,main_end_time,Ação,Arcade,Atmosférico,Aventura,Baseado em Turnos,Caótico,Casual,Cinematográfico,Combate,Comédia,Competitivo,Construção,Controle por Movimento,Cooperativo,Corrida,Criação de Personagem,Crossover,Detetive,Difícil,DIY (Faça Você Mesmo),Educacional,Esportes,Estilizado,Estratégia,Exploração,Familiar,Fantasia,Fantasia Sombria,Ficção Científica,Fitness (Exergame),FMV (Full Motion Video),Furtividade (Stealth),Gratuito (Free-to-Play),Guerra,Hack and Slash,Histórico,Ilusão de Ótica,Indie,Isométrico,Jogo de Cartas,Loop Temporal,Luta (Fighting Game),Mecha,Metroidvania,Mistério,Mitologia,Multiplayer,Mundo Aberto,Narrativo,Ótima Trilha Sonora,Party Game,Pixel Art,Plataforma,Poker,Psicodélico,Puzzle,Rail Shooter,Relaxante,Remake,Ritmo,RPG,Roguelite,Sandbox,Shooter,Simulação,Sombrio (Dark),Soulslike,Super-herói,Supernatural,Terror,Toys-to-Life,Voxel
Lorelei and the Laser Eyes,2024/05/16,0.0,24.99,1.0,101.0,7.8,88.0,20.0,['Simogo'],['Annapurna Interactive'],75000,50000,100000,0.0,10.0,2.0,Surreal,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Luigi's Mansion 3,2019/10/31,7.0,59.99,0.0,1770.0,8.4,86.0,0.0,['Next Level Games'],['Nintendo'],14250000,14250000,15000000,0.0,14.0,14.0,Cartoon,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mafia III,2016/10/07,18.0,29.99,0.0,2394.0,5.4,68.0,85.0,"['Hangar 13', 'Aspyr (Mac)']","['2K', 'Aspyr (Mac)']",1500000,1000000,2000000,0.0,13.0,6.0,Realista,25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario + Rabbids Kingdom Battle,2017/08/29,10.0,39.99,4.0,1561.0,8.3,85.0,0.0,"['Ubisoft Milan, Ubisoft Paris, Ubisoft']","['Ubisoft', 'Nintendo']",3000000,,,0.0,9.0,9.0,Cartoon,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mario + Rabbids Sparks of Hope,2022/10/20,10.0,59.99,0.0,408.0,7.5,85.0,0.0,"['Ubisoft Milan', 'Ubisoft, Paris']","['Ubisoft', 'Nintendo']",3000000,,,0.0,10.0,10.0,Cartoon,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mario Kart 8,2014/05/29,0.0,59.99,7.0,2138.0,8.9,88.0,0.0,"['Nintendo EAD', 'Nintendo EPD']",['Nintendo'],8500000,,,0.0,13.0,13.0,Cartoon,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mario Kart 8 Deluxe,2017/04/28,0.0,59.99,7.0,2138.0,8.9,88.0,0.0,"['Nintendo EAD', 'Nintendo EPD']",['Nintendo'],69000000,,,0.0,13.0,13.0,Cartoon,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario Kart Live: Home Circuit,2020/10/16,0.0,99.99,0.0,92.0,6.8,75.0,0.0,['Velan Studios'],['Nintendo'],1800000,,,0.0,14.0,14.0,AR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario Party Superstars,2021/10/29,0.0,59.99,0.0,493.0,7.9,80.0,0.0,['Nintendo Cube'],['Nintendo'],14000000,,,50.0,12.0,12.0,Cartoon,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mario Tennis Aces,2018/06/22,0.0,59.99,0.0,682.0,7.1,75.0,0.0,['Camelot Software Planning'],['Nintendo'],5000000,,,0.0,11.0,13.0,Cartoon,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel's Guardians of the Galaxy,2021/10/26,10.0,59.99,0.0,2422.0,8.4,80.0,59.0,"['Eidos-Montréal, Marvel Entertainment']","['Square Enix, Eidos Interactive']",1500000,,,90.0,14.0,10.0,Realista,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel’s Spider-Man,2022/08/12,13.0,59.99,1.0,11148.0,8.7,87.0,51.0,"['Insomniac Games', Nixxes Software]",['PlayStation Publishing LLC'],50000000,,,62.0,14.0,6.0,Realista,17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Marvel's Spider-Man 2,2023/10/20,0.0,59.99,0.0,10122.0,8.7,90.0,43.0,"['Insomniac Games', 'Nixxes Software']",['PlayStation Publishing LLC'],10000,0,20000,0.0,26.0,13.0,Realista,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
METAL GEAR SOLID V: THE PHANTOM PAIN,2015/09/01,18.0,19.99,13.0,6872.0,8.1,91.0,42.0,['KONAMI'],['KONAMI'],3500000,2000000,5000000,0.0,8.0,3.0,Realista,46,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Metaphor: ReFantazio,2024/10/11,0.0,69.99,8.0,2532.0,8.5,92.0,44.0,['ATLUS'],['SEGA'],750000,500000,1000000,0.0,11.0,3.0,Anime,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Metroid Dread,2021/10/08,10.0,59.99,0.0,3272.0,8.8,88.0,0.0,"['MercurySteam, Nintendo Entertainment Planning & Development']",['Nintendo'],310000,,,0.0,14.0,14.0,2.5D,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Middle-earth™: Shadow of Mordor™,2014/09/30,0.0,3.99,16.0,3170.0,7.9,84.0,74.0,['Monolith Productions'],"['Warner Bros. Interactive Entertainment', 'Warner Bros. Games']",7500000,5000000,10000000,80.0,8.0,7.0,Realista,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minecraft Dungeons,2020/05/26,0.0,19.99,12.0,650.0,6.7,70.0,104.0,"['Mojang Studios', '\u202aDouble Eleven']",['Xbox Game Studios'],1500000,1000000,2000000,0.0,15.0,9.0,Voxel,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monster Hunter: World,2018/01/26,0.0,29.99,200.0,2568.0,7.8,88.0,100.0,"['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']",15000000,10000000,20000000,0.0,14.0,7.0,Realista,48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monument Valley,2014/04/03,0.0,7.99,0.0,277.0,8.2,89.0,19.0,['Ustwo Games'],['Ustwo Games'],26000000,,,79.0,14.0,14.0,Minimalista,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Neon White,2022/06/16,0.0,24.99,1.0,409.0,8.2,89.0,63.0,['Angel Matrix'],['Annapurna Interactive'],350000,200000,500000,0.0,15.0,2.0,Anime,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neva,2024/10/15,0.0,19.99,2.0,228.0,8.3,87.0,18.0,['Nomada Studio'],['Devolver Digital'],150000,100000,200000,0.0,13.0,0.0,Desenhado,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
New Pokemon Snap,2021/04/30,0.0,59.99,0.0,645.0,7.8,79.0,0.0,['Bandai Namco Studios'],"['Nintendo', 'The Pokémon Company']",2400000,,,0.0,9.0,9.0,Cartoon,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NieR:Automata™,2017/02/23,0.0,39.99,1.0,4810.0,8.8,84.0,47.0,"['Square Enix', 'PlatinumGames Inc.']",['Square Enix'],3500000,2000000,5000000,0.0,6.0,2.0,Anime,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Night in the Woods,2017/02/21,0.0,19.99,3.0,585.0,7.7,88.0,31.0,['Infinite Fall'],['Finji'],1500000,1000000,2000000,0.0,2.0,0.0,Vetorial,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nintendo Labo,2018/04/20,10.0,70.00,4.0,217.0,6.8,77.0,0.0,['Nintendo'],['Nintendo'],1500000,,,0.0,7.0,7.0,Minimalista,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitendo Switch Sports,2022/04/29,10.0,39.99,0.0,364.0,5.9,72.0,0.0,"['Nintendo EPD, Development Division']",['Nintendo'],154000000,,,0.0,14.0,14.0,Cartoon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ori and the Blind Forest,2015/03/11,0.0,0.0,0.0,1574.0,8.6,88.0,50.0,['Moon Studios GmbH'],['Xbox Game Studios'],3500000,2000000,5000000,0.0,9.0,0.0,Desenhado,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outer Wilds,2019/05/28,0.0,24.99,2.0,1681.0,8.9,85.0,31.0,['Mobius Digital'],['Annapurna Interactive'],1500000,1000000,2000000,0.0,13.0,2.0,Estilizado,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overcooked! 2,2018/08/07,0.0,9.69,6.0,339.0,7.8,81.0,54.0,"['Ghost Town Games Ltd.', 'Team17']",['Team17'],3500000,2000000,5000000,80.0,12.0,0.0,Cartoon,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overwatch® 2,2016/05/24,0.0,0.0,8.0,7545.0,6.6,91.0,164.0,"['Blizzard Entertainment, Inc.']","['Blizzard Entertainment, Inc.']",15000000,1,1,0.0,13.0,13.0,Cartoon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Oxenfree,2016/01/15,0.0,9.99,1.0,472.0,7.6,80.0,13.0,['Night School Studio'],['Night School Studio'],750000,500000,1000000,0.0,7.0,2.0,Pintura,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Paper Mario: The Origami King,2020/07/17,0.0,59.99,0.0,1968.0,7.1,80.0,0.0,['Intelligent Systems'],['Nintendo'],3500000,,,0.0,12.0,12.0,Papercraft,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Party Animals,2023/09/20,0.0,19.99,1.0,141.0,7.7,76.0,108.0,['Recreate Games'],['Source Technology'],3500000,2000000,5000000,0.0,10.0,4.0,Cartoon,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Persona 5,2016/09/15,17.0,59.99,40.0,5816.0,8.9,93.0,53.0,"['Atlus', 'P Studio']",['Atlus'],13000000,,,60.0,9.0,2.0,Anime,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pikmin 4,2023/07/21,0.0,59.99,0.0,968.0,9.1,87.0,0.0,"['Eighting', 'Nintendo EPD']",['Nintendo'],3500000,,,0.0,14.0,14.0,Estilizado,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Pokemon GO,2016/07/06,0.0,0.0,0.0,866.0,5.6,69.0,0.0,"['Niantic, Inc.']","['Niantic, Inc.']",700000000,,,0.0,12.0,12.0,AR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Princess Peach: Showtime!,2024/03/22,10.0,59.99,0.0,262.0,6.8,74.0,0.0,['Good-Feel'],['Nintendo'],1400000,,,0.0,14.0,14.0,Cartoon,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychonauts 2,2021/08/25,0.0,59.99,4.0,1907.0,8.1,89.0,57.0,['Double Fine Productions'],['Xbox Game Studios'],350000,200000,500000,0.0,9.0,2.0,Cartoon,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBG: BATTLEGROUNDS,2017/12/21,0.0,0.0,0.0,2308.0,4.9,86.0,37.0,['PUBG Corporation'],"['KRAFTON, Inc.']",75000000,50000000,100000000,0.0,17.0,0.0,Realista,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyre,2017/07/25,0.0,19.99,1.0,222.0,8.1,82.0,51.0,['Supergiant Games'],['Supergiant Games'],750000,500000,1000000,0.0,6.0,2.0,Desenhado,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ratchet & Clank,2016/04/12,10.0,19.99,0.0,3117.0,8.3,85.0,47.0,['Insomniac Games'],['PlayStation Publishing LLC'],7000000,,,65.0,16.0,16.0,Cartoon,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ratchet & Clank: Rift Apart,2021/06/11,0.0,59.99,0.0,3850.0,8.5,88.0,47.0,"['Insomniac Games', 'Nixxes Software']",['PlayStation Publishing LLC'],750000,500000,1000000,0.0,25.0,17.0,Cartoon,11,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Red Dead Redemption 2,2018/10/26,17.0,59.99,0.0,32556.0,8.9,93.0,51.0,['Rockstar Games'],['Rockstar Games'],15000000,10000000,20000000,0.0,13.0,2.0,Realista,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Resident Evil 2,2019/01/25,17.0,39.99,13.0,7125.0,8.8,89.0,44.0,"['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']",7500000,5000000,10000000,0.0,15.0,8.0,Realista,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Resident Evil 4,2023/03/24,0.0,39.99,27.0,7176.0,8.9,91.0,46.0,"['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']",7500000,5000000,10000000,0.0,13.0,10.0,Realista,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Resident Evil Village,2021/05/07,0.0,39.99,7.0,4001.0,8.4,83.0,56.0,"['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']",3500000,2000000,5000000,0.0,14.0,10.0,Realista,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Return of the Obra Dinn,2018/10/18,0.0,19.99,1.0,580.0,8.7,89.0,16.0,['Lucas Pope'],['3909'],750000,500000,1000000,0.0,14.0,2.0,Monocromático,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Ring Fit Adventure,2019/10/18,10.0,79.99,0.0,319.0,8.5,83.0,0.0,['Nintendo EPD'],['Nintendo'],15400000,,,0.0,1.0,1.0,Cartoon,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocket League,2015/07/07,0.0,19.99,5.0,2927.0,7.9,85.0,88.0,['Psyonix LLC'],['Psyonix'],18890000,10000000,26400000,50.0,15.0,1.0,Estilizado,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sea of Stars,2023/08/29,0.0,34.99,2.0,1156.0,7.9,87.0,48.0,['Sabotage Studio'],['Sabotage Studio'],750000,500000,1000000,0.0,10.0,0.0,Pixel Art,26,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekiro™: Shadows Die Twice,2019/03/22,17.0,59.99,0.0,6663.0,8.6,88.0,34.0,"['FromSoftware, Inc.']","['Activision (Excluding Japan and Asia)', 'FromSoftware, Inc. (Japan)', '方块游戏 (Asia)']",15000000,10000000,20000000,0.0,13.0,7.0,Realista,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Senua's Saga: Hellblade II,2024/05/21,17.0,49.99,0.0,2779.0,7.4,81.0,12.0,['Ninja Theory'],['Xbox Game Studios'],1000000,,,65.0,27.0,1.0,Realista,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Shovel Knight: Treasure Trove,2014/06/26,0.0,39.99,1.0,674.0,8.2,85.0,138.0,['Yacht Club Games'],['Yacht Club Games'],750000,500000,1000000,0.0,11.0,0.0,Pixel Art,25,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
